0,1,2,3,4,5,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
The Pharcyde,Humboldt Beginnings,Italian For Goodbye (skit),2004,TRABJGY128F93539F9,1JsIyAWwFFLYkpxKTgqGpb,0,0.313,6,-16.433,1,0,0.94,0.00000858,0.0876,0,0,11907
Christina Aguilera,Mi Reflejo,Pero Me Acuerdo De Tí,2000,TRABKUJ128F4292445,4B1sb2YVO03sBmyR8bvzEB,0.679,0.474,6,-6.323,1,0.0294,0.546,0.00149,0.373,0.197,117.947,265733
Sonia Dersion,Belles De Zouk,Urgence,2004,TRABKRG128F930641C,09NboZJzV6nWA8dQFyXz3v,0.586,0.743,8,-7.924,1,0.0394,0.0703,0.000121,0.102,0.458,174.084,268133
A Static Lullaby,Faso Latido,God Bless You (Goddamn it),2005,TRABKBS128F42823EC,47ziswB02OgSnpxVRUUWzu,0.289,0.946,0,-4.462,1,0.0758,0.00502,0.00013,0.126,0.189,161.157,237440
Scar Symmetry,Nuclear Blast Showdown 2006,The Illusionist,2006,TRABKJU128F422A7FE,3jVDRW9h3wXCsTMgdcmckO,0.404,0.964,2,-3.668,1,0.062,0.0000558,0.0012,0.137,0.404,75.008,271491
Luar Na Lubre,lo mejor de  Luar na Lubre,Terra,2001,TRABLYQ128F429A9F8,3Zzlp0AVErHSrmWAZUUdkS,0.284,0.723,5,-8.363,1,0.0311,0.0108,0.000147,0.108,0.344,114.947,251813
Rodney O & Joe Cooley,Greatest Hits,U Don't Hear Me Tho' (Street Mix),1993,TRABLND12903CA653B,1rIW68GTWWa49xMKBpCV5m,0.921,0.887,1,-6.271,1,0.135,0.234,0,0.096,0.694,107.18,219200
Jackson United,Harmony And Dissidence,Undertow,2008,TRABLQE128F92E5E75,0eWoV0OPAph7PWvoAUwo53,0.534,0.923,11,-5.141,1,0.05,0.000209,0,0.302,0.709,90.633,206920
Eighteen Visions,Eighteen Visions,Our Darkest Days,2006,TRABLGI128F42B867A,09Pmwu0iajEEflnp6BIuDu,0.523,0.877,3,-5.088,0,0.0503,0.00294,0,0.59,0.29,131.026,172187
The Bucketheads,All In The Mind,Sayin' Dope,1995,TRABMDW128F14682DD,2664lkcKJBvhpjKg2ptEX5,0.735,0.755,8,-8.941,0,0.0911,0.00133,0.851,0.521,0.614,120.884,369240
Shriekback,Cormorant,Reason With The Beast,2005,TRABMYD128F428BD38,2WpaL8MnR6DUq55a5Ale3t,0.536,0.603,9,-9.855,1,0.238,0.0151,0.0562,0.161,0.326,150.066,113627
Fruko Y Sus Tesos,Soy Como Soy,A La Memoria Del Muerto,2004,TRABMDN128F4222B61,1MzASo1pHFtU1tNp7RQNaP,0.767,0.72,10,-7.379,0,0.0629,0.281,0,0.13,0.926,106.893,262653
The Real Kids,Senseless: Live At Cantone's_ 1982,Now You Know,1996,TRABMKI128F422E0BE,6Oqw1k1NSbCHixgYRB0pwU,0.566,0.92,4,-6.31,1,0.035,0.000414,0.0204,0.182,0.913,131.889,238600
Kings Of Leon,Sex On Fire,Knocked Up,2007,TRABNEX128F92C9DEA,28rNyM2CKtOb4PYmsulQhF,0.382,0.688,9,-12.569,1,0.0419,0.268,0.0928,0.184,0.207,121.352,430347
Precious Bryant,The Truth,Dark Angel,2005,TRABNEV128F92F9F62,2ZSd2n8DQvuof19ZQY2cPZ,0.701,0.762,9,-8.994,1,0.0605,0.71,0.0000166,0.225,0.712,91.417,193720
John Frizzell,Ghost Ship,No Unexpected Guests,2002,TRABNBD128F426FA88,5TPdwFNZBo0q4WZXV6phXe,0.205,0.122,0,-22.946,0,0.0377,0.66,0.855,0.11,0.0363,83.898,133467
Aaron Watson,Angels & Outlaws,Rollercoaster Ride,2008,TRABONH128F92D58DA,2HI7hqgEw4cuI7u9ne8rUj,0.6,0.655,4,-8.454,1,0.0273,0.357,0,0.107,0.825,155.861,217400
Owl City,Of June,Panda Bear,2007,TRABOXX128F92F29EB,0rNc5XzUVEjZZuWF1SLsyg,0.617,0.612,10,-7.82,1,0.036,0.244,0.00387,0.103,0.973,75.007,187640
Mary Black,Best of 1991-2001 Hidden Harvest,Turning Away,1999,TRABOOL128F426E836,1Hmweug6deYjrPq8a4f01M,0.645,0.529,0,-8.443,0,0.0339,0.255,0.000339,0.12,0.367,163.563,292400
Turisas,Battle Metal,Sahti Waari,2004,TRABPUI12903CF22CE,5clUjbxHSe1IEJX7LEH3rv,0.42,0.885,0,-6.611,1,0.0466,0.00243,0.921,0.31,0.68,159.853,148293
Cómplices,Grandes Exitos: Complicidad,Ojos Gitanos,1991,TRABPHE128F42A1E65,1SA2svbecj0HuLKtBCNrKE,0.563,0.746,4,-8.866,0,0.0513,0.581,0.0000559,0.368,0.688,102.846,298000
Kasia Stankiewicz,Mimikra,Zolte Slonie,2006,TRABPKX128F14938FE,4ys0SKB5psHk4gaRln3EQK,0.534,0.578,0,-7.283,1,0.0251,0.0472,0.235,0.179,0.179,133.989,304027
Shakira,El Amor En Los Tiempos del Colera (Love In The Time Of Cholera),Pienso En Ti,1995,TRABQZK128F92F54F4,4I0y9VniZ7JlDYthP8Vpo9,0.557,0.0271,4,-14.84,1,0.0394,0.932,0,0.248,0.229,99.648,145840
Stars Like Fleas,The Ken Burns Effect,You Are My Memoir,2007,TRABQVM128F92F7544,22L1PQophMoDI4IAtVIoPk,0.563,0.738,5,-6.986,1,0.0265,0.316,0.111,0.35,0.528,103.965,264520
Blink-182,Dude Ranch,A New Hope,1997,TRABRMJ128E0780E42,6fI5PugHpCL9IzpoCzRSNn,0.171,0.944,7,-7.045,1,0.108,0.0000574,0.0038,0.17,0.671,199.501,225173
Elvin Bishop,Gettin' My Groove Back,Party Til The Cows Come Home,2005,TRABSKK128F421A902,6IerDieqo3OsT7Ov62iUHk,0.487,0.813,5,-6.463,0,0.084,0.0444,0.000925,0.118,0.82,184.347,242027
Abysmal Dawn,Programmed to Consume,Compulsory Resurrection,2008,TRABSAR128F42324A8,5xKie4qu4trmuxaGauywHp,0.508,0.984,7,-5.762,1,0.151,0.0000155,0.527,0.0788,0.249,125.159,250347
Siouxsie,Into A Swan,Into A Swan,2007,TRABSXW128F4233422,6nCCkUMYxf3hPzSIZkkNPd,0.607,0.849,6,-6.544,1,0.0339,0.113,0.0000434,0.336,0.819,114.978,252667
Alan Silvestri,G.I. JOE,The Joes Mobilize,2009,TRABTBA128F9312BD8,3YkKoXIUlqi2Vs9wEl4y08,0.311,0.599,9,-10.929,1,0.0645,0.161,0.894,0.0855,0.0539,149.525,504773
Zeromancer,Sinners International,Ammonite,2009,TRABTXS128F92E2FDC,4ZRLqZD7UgQ8wOQPYJVfHX,0.557,0.708,2,-6.821,1,0.0274,0.0632,0.107,0.0895,0.258,90.023,362520
Dusminguet,Postrof,San Cristobal,2001,TRABTSM128F426AF07,5w8GF3APVlYjjoSottPBd4,0.718,0.78,5,-3.814,1,0.0295,0.069,0,0.679,0.932,98.014,199067
Regina Belle,Lazy Afternoon,If I Ruled The World,2004,TRABTZP128F92D9357,0Oem3xfZWW2vVAW2yeF0Oa,0.567,0.32,0,-9.247,1,0.0788,0.701,0.00000442,0.321,0.177,137.79,274840
Byther Smith,Hold That Train,So Unhappy,2004,TRABTNT128F9315009,7L9H9fSzusHZ6Dn3JUmm8I,0.386,0.493,0,-9.647,1,0.0431,0.748,0.00792,0.135,0.727,184.69,269800
Kitaro,Heaven & Earth,Village Attack/ The Arrest,1993,TRABUML128F4214EBB,4zWxD5pny5GkhgQXW7AWV5,0.339,0.771,8,-13.868,0,0.0685,0.0934,0.826,0.36,0.295,142.949,81533
KALIMBA,Amar y Querer (Homenaje a Las Grandes Canciones),Volcán,2009,TRABUHH12903CA9F20,5sr8eeWfsiwryIolSJHOf7,0.547,0.628,0,-5.842,1,0.032,0.259,0,0.893,0.642,135.143,352680
Alice In Chains,Black Gives Way To Blue,Lesson Learned,2009,TRABUMO12903CBE25F,4pfdKx0OMg66baxGsDNI7S,0.44,0.95,1,-3.639,1,0.0533,0.00000927,0.0077,0.112,0.323,108.023,256773
Bobby Darin,The Capitol Years,(I Heard That) Lonesome Whistle,1995,TRABURP128F145D5DC,0bibgBtxUsOQjamMrOgIy8,0.542,0.302,5,-12.162,1,0.0304,0.893,0,0.0823,0.584,89.078,163267
Ini Kamoze,Massive Reggae,Here Comes The Hotstepper,1995,TRABUSZ128F4257BAB,3QRM0qZB7oMYavveH0iEqx,0.889,0.454,4,-8.598,0,0.221,0.0141,0.000186,0.203,0.436,100.36,250467
Baroness,Blue Record,The Sweetest Curse,2009,TRABUYT128F93069C8,4bvgMdqQFtT3zMy9BfwfIh,0.181,0.94,10,-7.737,0,0.101,0.000459,0.24,0.315,0.17,180.034,270720
Jude Taylor & His Burning Flames,Best of Zydeco,The Thrill Is Gone,1994,TRABVIH128F92EDCDA,6TIVuAcfBCCynCMgKXrNVs,0.608,0.648,10,-12.466,0,0.0371,0.0427,0.000047,0.0942,0.588,102.84,260467
Mötley Crüe,Dr Feelgood Deluxe Edition,Get It For Free,1999,TRABVWG128F9359323,59c8f4YsL7BrJBJmjj3xIO,0.679,0.738,0,-7.403,1,0.0398,0.000642,0.000227,0.351,0.735,127.774,256400
The Radio Dept.,Freddie And The Trojan Horse,Closing Scene,2007,TRABVVN12903CB6445,5psFoSH9Orke1bOouy7UmH,0.662,0.47,9,-5.817,0,0.0357,0.841,0.857,0.0975,0.632,132.015,256187
Willie Rosario,Back To The Future,Un Tipo Como Yo,1999,TRABVAR128F421CFCB,36mzQZO3Oln4VTrJJyFQl1,0.659,0.821,7,-5.409,1,0.0418,0.282,0.0000701,0.239,0.903,97.862,281427
Placebo,Black Market Music,Slave To The Wage,2000,TRABVIU128E0780DA0,5FFdGnY5RFCoAwQbcdCASP,0.513,0.962,10,-5.93,0,0.0752,0.00031,0.686,0.245,0.488,142.211,246907
Keb' Mo',Suitcase,Still There For Me,2006,TRABWPT128F42B06CC,4TgAbG9R0uIU4JAGfV7yZO,0.71,0.276,2,-10.755,1,0.0247,0.609,0.0000274,0.159,0.353,89.966,190573
Becky Baeling,Becstasy,If You Love Me,2003,TRABWJA128F1460CFC,35svqxnWmcTfMiiMkIhDpW,0.624,0.795,7,-4.456,1,0.0463,0.0187,0,0.177,0.573,129.978,235227
Laurie Berkner,Buzz Buzz,The Cookie Bakers of the Night,2001,TRABXSA128F932BD6F,52M6CuEGxE72Ygn4vBgXLC,0.64,0.173,5,-15.165,1,0.0766,0.855,0.0000362,0.0856,0.583,143.995,237507
Simon & Garfunkel,Old Friends Live On Stage,Citizen Of The Planet,2004,TRABXVE128F4284AFC,1ir7Or967weO0kwfatM7W5,0.419,0.466,7,-13.067,1,0.0365,0.637,0,0.302,0.521,74.887,194347
Cauterize,So Far From Real,Shooting Stars,2003,TRABXPR128F92F27FE,42dKeXOS93ZMeRRkPv3g3k,0.485,0.92,1,-3.982,1,0.043,0.000111,0.019,0.0663,0.379,97.198,240507
Hysterie,San Francisco Love House Volume 2,Imagination,2005,TRABYSX12903CFC9E4,4ntIRTsoIxnTRv2UOz1FmG,0.654,0.981,7,-6.121,1,0.0535,0.0000338,0.235,0.0373,0.971,134.009,334053
Robben Ford,Blue Moon,Something For The Pain,2002,TRABYAR128F931B1A4,5KMmWcfXIRfWCyfHJAfr1U,0.732,0.674,9,-5.896,0,0.031,0.0236,0.0216,0.174,0.55,111.856,298360
Aesop Rock,Labor Days,Flashflood,2001,TRABYVN128F429E5CF,0TIyb71SxijVAHoW6thutu,0.505,0.899,9,-5.892,1,0.418,0.0624,0.00000302,0.387,0.23,168.311,234467
Hot Chip,Coming On Strong,Ass Attack (Four Tet Remix),2004,TRABZPI12903CEB0EC,6VISw6kzuCa2U4BLz8Rap5,0.389,0.962,9,-6.446,0,0.151,0.261,0.0311,0.737,0.251,125.89,181360
Kathy Mattea,Coal,Sally In the Garden,2008,TRABZRB128F423EFA9,0cWSquIusPs7EB1bjUoqnX,0.599,0.199,1,-15.699,0,0.127,0.965,0.924,0.0643,0.667,146.451,44640
Franz Ferdinand,Eleanor Put Your Boots On,Eleanor Put Your Boots On,2005,TRABZOP128F9316E24,1cC3uP4HyA6LgnHdmTz1Hr,0.428,0.501,7,-6.364,1,0.0372,0.597,0.000231,0.0993,0.146,76.953,169933
Shelby Lynne,Suit Yourself,Old Times Sake,2005,TRABZCL128E0789AED,0pvrLWRkypyo2RuR0md7sH,0.717,0.184,7,-14.876,1,0.0338,0.57,0.0005,0.0753,0.192,61.14,290933
Dave Eggar,Angelic Embrace,Wave,2002,TRACAOS128F42300B8,1CkaBqn1CwsP7B6rT7Dex3,0.212,0.0209,1,-22.091,1,0.0463,0.986,0.905,0.106,0.11,202.326,225040
Kaija Koo,Lauluja rakkaudesta,Seuraavassa elämässä,1995,TRACAYI128F4235122,2UWyc6ukL47QgKSBqYxvUp,0.69,0.682,2,-6.121,1,0.0312,0.315,0,0.365,0.856,122.006,226000
Kelly Clarkson,My Life Would Suck Without You,My Life Would Suck Without You,2009,TRACAKD128F92D5D38,4Dm32oO01YpIubCHaAtKkN,0.526,0.882,9,-4.006,1,0.0509,0.0014,0,0.144,0.424,144.982,211493
The Exies,Inertia,Creeper Kamikaze,2003,TRACAXP128F14A2127,2O1mCn7VJjelc8Xr5TAWkG,0.471,0.765,10,-4.83,0,0.0335,0.0176,0,0.108,0.293,113.034,201827
Babylon Disco,Natsukashii,Error,2007,TRACAXR128F92FAB1C,4Jfg3AMCUHfIYQEQQ3D5Qs,0.257,0.797,10,-11.055,0,0.11,0.000142,0.893,0.527,0.0649,179.966,208907
2raumwohnung,36 Grad Remixe,Ja (Hanno's Poppersmonstermix),2007,TRACAQW128F428E2B7,4Fs0EGupveiqrimMBmlz67,0.815,0.416,9,-9.413,1,0.056,0.0881,0.647,0.111,0.328,126.004,358120
Zombie Girl,Back From The Dead,I Want It,2006,TRACBWX128F92FD725,1Aw4wEcRorA2Y7wyBgxEmX,0.514,0.959,0,-5.517,1,0.0422,0.0531,0.33,0.0753,0.408,129.991,260547
Spinal Tap,Break Like The Wind,The Majesty Of Rock,1992,TRACBLO128E0784286,34VrvyaAKYgl7bBWCN4Lq8,0.507,0.946,9,-4.977,1,0.115,0.000481,0.0675,0.244,0.465,128.058,235440
Gus Viseur,Paris Jazz Cafe Vol.3,Fausse monnaie,2000,TRACBBI12903CB8387,1z3gtrPqmxjcaIY8Wphneu,0.65,0.38,2,-10.342,0,0.0733,0.949,0.505,0.316,0.85,178.836,180726
Jesse Malin and The St. Marks Social,Love it to Life,Revelations,2007,TRACBVI12903D0C406,2RxR2gagL8ouaLHdPB2FFW,0.476,0.921,9,-4.771,1,0.052,0.0149,0.000206,0.0679,0.364,126.016,243707
Mastodon,Call of the Mastodon,Deep Sea Creature,2001,TRACCVZ128F4291A8A,3kpdcl625qW3JW3bT9LpIy,0.269,0.993,5,-3.219,1,0.171,0.00000653,0.134,0.195,0.218,87.795,280213
João Gilberto,Joao Voz E Violato,Segredo,2000,TRACCJA128F149A144,6Kb2K1qkR4ww2S4HP3nRN8,0.677,0.0119,4,-29.063,1,0.0854,0.918,0.253,0.109,0.357,128.513,195467
Bone Thugs-N-Harmony,BTNHRESURRECTION,Murder One,2000,TRACCKS128F42B77AE,4YnFi3HZr18N1NhcPrOj7l,0.734,0.672,9,-4.732,1,0.0908,0.32,0,0.302,0.447,75.986,255733
Portable,Distance,Theresa,2003,TRACCXJ128F92E984B,4CkQkBMwuXqZYfdBvarbXw,0.912,0.308,1,-18.026,1,0.34,0.0437,0.771,0.0741,0.486,115.957,362671
Radiohead,OK Computer (Collector's Edition),Subterranean Homesick Alien,1997,TRACECN128F9310E97,19yGmm9FjEZdZc5j98WDe4,0.316,0.592,0,-8.916,1,0.0296,0.0498,0.00139,0.103,0.32,150.537,267693
Dave Hollister,Things In The Game Done Changed,Tell Me Why,2006,TRACEDP128F145F7BB,3YrpRrxV7PF3c5p3iK3hoB,0.538,0.541,6,-7.308,1,0.042,0.268,0,0.14,0.271,119.279,305373
DMX,It's Dark And Hell Is Hot,Damien,1998,TRACFAP128E07862C1,33EvfEwe9JrbEt0PP1lIbt,0.825,0.729,10,-7.632,0,0.325,0.291,0,0.117,0.436,96.845,222160
Les Blaireaux,En concert au Splendid,Le gardien de musée,2007,TRACFWQ12903CF8148,2bYGi9241MjEO8nrQ7gflx,0.682,0.682,4,-7.953,0,0.0802,0.399,0,0.0656,0.551,135.895,233800
Saosin,Saosin EP,Bury Your Head,2005,TRACFZI128E0795424,663XpYXOdyF2zv4bTIXffh,0.319,0.926,6,-3.865,0,0.0487,0.000121,0.000978,0.338,0.359,166.051,214453
James Horner,Deep Impact - Music from the Motion Picture,The President's Speech,1998,TRACFBD128F426CC34,7nRHzPst40uHGPJlB4k9Ga,0.147,0.00548,7,-37.995,0,0.0414,0.911,0.974,0.068,0.0313,76.191,269800
G-Unit,Hot Joints 2,Poppin' Them Thangs,2003,TRACFYQ128E0784150,4E5IFAXCob6QqZaJMTw5YN,0.769,0.818,6,-1.385,0,0.192,0.263,0,0.0787,0.918,88.017,240800
Bury Your Dead,It's Nothing Personal,Closed Eyes,2009,TRACFOV128F9340D81,0FM8HPWdnQkdW8KsYXuTYe,0.145,0.653,4,-7.195,1,0.0483,0.0000319,0.552,0.125,0.245,99.905,290627
Nick Cave & The Bad Seeds,Nocturama,Still In Love,2003,TRACFOJ128F4253EFA,3whOZocb64S2DkRibyTLR6,0.408,0.305,0,-11.291,1,0.0367,0.284,0.000148,0.171,0.0566,116.804,284173
Kitaro,Heaven & Earth,Trong Com,1993,TRACFCQ128F4214EB6,0NFcreXS780NqU7SGRAOd3,0.478,0.141,11,-22.4,1,0.107,0.992,0.00011,0.641,0.601,82.677,43547
Bersuit Vergarabat,Testosterona,Sencillamente,2005,TRACFXL128F930B28B,3tPGzLQOB9GnSisO0l4tGW,0.74,0.613,6,-7.3,0,0.027,0.326,0.000982,0.122,0.966,135.984,307307
Falco,Nachtflug,Monarchy Now,1992,TRACGXQ128F1457F81,76Xez9mX6grsbch9FNX8jn,0.693,0.891,11,-8.695,0,0.129,0.226,0.000622,0.338,0.581,94.782,252907
Steve Riley & The Mamou Playboys,La Toussaint,Between Eunice & Opelousas,1995,TRACGOI128F92FE771,3dPnLWsqg98r3yZTkibQKc,0.721,0.995,0,-4.65,1,0.0391,0.368,0.827,0.205,0.982,112.73,183467
Warren Barfield,Reach,Shadow,2006,TRACHFO12903CB3009,6O7jjBh7jighpPiZfx70zw,0.69,0.761,11,-6.866,1,0.0442,0.0159,0,0.342,0.774,117.961,207520
Floor,Its Not The Same,Ignis,2009,TRACHZE12903CD95D2,4QN9M0fLKdvPtksseX9Hoh,0.259,0.914,4,-9.438,1,0.0563,0.0161,0.889,0.0808,0.536,144.659,146893
Dilated Peoples,Neighborhood Watch,Big Business,2004,TRACHHH128E0788A35,6TIsvuHfZmapjP2R5f0k5s,0.705,0.852,11,-8.157,1,0.291,0.462,0.00000193,0.112,0.696,97.254,149853
Tim Exile,Tim Exile's Nuisance Gabbaret Lounge,Post-Toxic Finger Disorder,2006,TRACIJF128F424317B,0U5UkOX1dImP1A1o6VpdRR,0.178,0.997,10,-4.64,0,0.274,0.00417,0.0525,0.342,0.419,176.975,80360
Walter Jackson,Welcome Home / The Okeh Years,What Would You Do,2006,TRACIEF128F4270573,5IgcCDyEksmak08MZdaSaF,0.591,0.284,5,-12.261,1,0.0293,0.723,0.0000571,0.233,0.457,78.565,156360
Bizzy Bone Presents,Double R,Intro,2004,TRACILD128F930AF53,3h49pfoluPa5pDrkrfrIwd,0.614,0.44,7,-11.644,1,0.815,0.791,0,0.497,0.966,79.931,26280
Johnny Cash,The Legend,I Got Stripes (Live),2006,TRACJKR12903D02C75,0ry355UoTbc3NScBC2F3jA,0.525,0.459,5,-15.718,0,0.298,0.394,0,0.523,0.612,125.55,105573
George Lopez,El Mas Chingon,Church Hangover,2006,TRACJDX12903CD4917,3tLwwYudhNFszXT5fhDqdm,0.421,0.803,7,-16.247,1,0.899,0.885,0.0000176,0.69,0.0872,127.137,270720
Autumnblaze,DämmerElbenTragödie,Her Golden Robe In Silence Veiled,1999,TRACJPW128F932CA4C,4RuxUXTUdXxhS2tUoe3TN1,0.353,0.602,9,-11.948,0,0.0377,0.0126,0.591,0.1,0.451,118.751,286400
Speedball,Maximum Speed,No Survivors,1998,TRACJJZ12903CCBCDA,4usnKCYzqERVoztx3B3yTN,0.269,0.875,5,-9.041,1,0.0395,0.00183,0.0000223,0.243,0.657,160.004,212400
Goatwhore,A Haunting Curse,Forever Consumed Oblivion,2006,TRACKWV128F934B6B0,7wacuF6zZdef9i7YDoVs1F,0.287,0.995,10,-3.779,0,0.264,0.000014,0.0492,0.162,0.0646,124.685,225720
Maurane / Lara Fabian,Quand L'Humain Danse,Mais La Vie,2003,TRACKKI128F930CA83,4Gr55hpiXRXyR6SIE4JKmJ,0.345,0.26,0,-12.333,0,0.0385,0.831,0,0.119,0.265,79.747,198880
Rita Chiarelli,No-One to Blame,Doggin' Around,2004,TRACKML128F428C905,6ICiKmzqqre3fSKfmkAcr3,0.395,0.336,5,-8.031,1,0.0422,0.804,0.000715,0.243,0.36,178.993,237787
Christina Aguilera,Christina Aguilera/Stripped,Walk Away,2002,TRACKAP128F425B741,7sBxoj9SBNKxVIcLiFxnwQ,0.432,0.421,4,-6.053,0,0.102,0.523,0.0000018,0.608,0.116,152.358,347400
Basic Channel,Phylyps Trak II,Phylyps Trak II/II,1994,TRACLPE128F4287687,49ub4zo7T15jMBZujDjTh3,0.87,0.71,10,-11.631,0,0.118,0.0000198,0.964,0.0449,0.148,127.895,771587
Terry Riley,Atlantis Nath,Acension Final Chord Rising,2002,TRACLXN128F931A74C,1Y0UxXqGBwZXxymLFCNNrY,0.137,0.0341,11,-38.653,1,0.0489,0.944,0.991,0.118,0.0282,141.749,146613
Tanto Metro & Devonte,Riddim Driven - Adrenaline,Honey I Sugar Pie,2003,TRACLMT12903CA1F5C,6Dl91ZjqFtKAlQHgHP1kTF,0.78,0.639,1,-8.93,1,0.106,0.00433,0.0000399,0.0842,0.727,97.977,208253
The Race,Raising Children/Go Figure,Raising Children,2006,TRACMSI128E078E15F,48PZotW1r8cuMXYVWvFOqF,0.365,0.772,11,-4.174,0,0.0369,0.000129,0,0.273,0.508,119.054,226493
Martin Sexton,Live Wide Open,Ice Cream Man,2001,TRACMIU128F935381D,4SCo2XMEPLfuDId2HP6HrA,0.628,0.659,8,-8.664,0,0.0728,0.0416,0.000554,0.977,0.42,133.811,358347
Neviss,Backseat Travelling,Epilog,2003,TRACMLI128F424C865,1AGRHaBRjMsVmDlKdGID9X,0.814,0.0649,0,-24.801,0,0.951,0.934,0.0209,0.587,0.73,100.539,53406
Ensiferum,Ensiferum,Hero In A Dream,1999,TRACMHD128F931FB14,0JzK9s5oHT1ytaOisTlc3j,0.503,0.971,7,-3.727,1,0.132,0.00000474,0.144,0.184,0.676,99.924,220093
John Hammond,In Your Arms Again,Come To Find Out,2005,TRACNJR128F4262E27,0rLIwDUdFv0mkAxng3tFH4,0.503,0.399,4,-7.468,0,0.0343,0.687,0.00000604,0.101,0.334,89.638,247280
Richard Galliano,Concerts Inédits: Solo - Duo - Trio,French Touch,1999,TRACNPT128F92FBE31,5JxJQxSxpK3B7ShOV2bz9f,0.647,0.567,4,-10.191,0,0.0388,0.407,0.441,0.151,0.674,113.256,210720
Winston Reedy,Love Thing,Daughter Of Zion,1997,TRACNBG128F425B49E,5MbzIUTF68YbDT27pmn3FE,0.685,0.463,6,-8.355,0,0.0614,0.0346,0.0453,0.0636,0.558,76.858,235835
Helen Love,Radio Hits 2,Bubblegum,1997,TRACNYM12903CDF543,1cO6SjkyTT7r463m3nQkn7,0.678,0.512,6,-8.783,1,0.0376,0.202,0.00000267,0.261,0.675,78.044,145800
Pride Tiger,The Lucky Ones,56 Days,2007,TRACNVF128F428EA87,7wvbrsdRKckwxT1MeIKe7I,0.481,0.943,11,-2.041,1,0.0635,0.002,0,0.291,0.53,114.095,229267
Deborah Allen,Karaoke: Country Queen - Singing to the Hits,I Will Always Love You,2005,TRACOSY128F92F12B7,48Zo0bfmxeqjsQzNv9mFEy,0.382,0.14,6,-9.727,1,0.0293,0.771,0.00000249,0.13,0.186,132.916,189640
Chimaira,Resurrection,The Flame,2007,TRACOHQ128F424C5EF,1QBAVaOvAXrcFgA4JK8JwH,0.471,0.971,7,-5.253,1,0.143,0.000308,0.0000521,0.437,0.116,150.055,323107
C.J. Chenier,Zydeco Champs,Banana Man,1992,TRACPVU128F933FDD5,2l4iTyByGAidPM3wlRAIOg,0.453,0.617,10,-9.641,1,0.0414,0.262,0.0043,0.379,0.755,111.521,268027
Snow Patrol,Signal Fire,Chocolate,2003,TRACPZH128F9311764,3Kh58CfPsfIl8XkCEKWbNf,0.575,0.813,2,-4.34,1,0.0318,0.000542,0.0032,0.131,0.422,118.161,181773
MxPx,The Ever Passing Moment,Answer In The Question,2000,TRACPIC128E0792500,7jh5dClPoNe2rdPatg7Noz,0.457,0.949,7,-3.21,1,0.0608,0.00913,0,0.429,0.493,130.887,129907
Michael Jackson,King Of Pop,HISTORY,1995,TRACQIS128F92CBED8,1EdzLQKCE066beJkDfaagd,0.43,0.594,1,-7.74,1,0.12,0.474,0,0.592,0.456,93.906,397533
Trick Trick / Eminem,The People Vs.,Welcome 2 Detroit,2005,TRACQIR128F42BAA06,79t5idiRhbDB1oLaVcTVsD,0.593,0.789,6,-4.48,1,0.275,0.16,0,0.619,0.58,91.189,285453
Dora The Explorer,Dora The Explorer Party Favorites,Travel Song (Reprise),2008,TRACRAR128F92F3B74,4YCOex6saOzBffMoaolHwn,0.826,0.881,2,-6.637,1,0.0593,0.654,0.435,0.0841,0.926,124.026,68987
J.J. Cale,The Very Best Of J.J. Cale,Midnight In Memphis,1997,TRACRBQ128F4263964,2OXDdCck0bMDIUCpaIMBJS,0.759,0.426,0,-14.165,1,0.0346,0.14,0.765,0.0733,0.858,111.313,263960
Souls Of Mischief,Urban Renewal Program,Spark,2002,TRACRQV12903CC995F,1QAXT9r1f8cLQtuaEAwW2A,0.601,0.701,7,-6.027,1,0.469,0.0555,0,0.152,0.648,92.183,221227
Peggy Zina,To Pathos Ine Aformi,O Hiroteros Ehthros Mou,2009,TRACROV128F92F6D6F,1t1PvHrY3Guv2sbbWN57Yl,0.699,0.742,7,-6.22,0,0.0392,0.42,0,0.051,0.853,95.934,200388
Jennifer Lopez,On The 6 / J. Lo (Coffret 2 CD),Talk About Us,1999,TRACSIE128F427F98E,5DQvUFEmMu4CSbmEnkCmio,0.705,0.536,6,-6.707,1,0.0282,0.293,0,0.138,0.252,80.988,274467
The Presets,Apocalypso,Yippiyo-Ay,2008,TRACSBL128F42480E8,0yCU7Z53XepvzqwIq4Z9lz,0.697,0.94,4,-3.95,0,0.0589,0.0472,0.00222,0.107,0.378,119.997,271693
Alice In Chains,Music Bank,Brother,1992,TRACTIE128F92E473B,1vUQ9c2G2YsZU7dYhAKMhf,0.405,0.365,1,-10.927,1,0.0307,0.557,0.00048,0.89,0.076,85.781,327267
Cracker,Clueless / Original Motion Picture Soundtrack,Shake Some Action,1995,TRACTWW12903CB7550,0Igv1GibayCiJ5WAQF4Ukn,0.564,0.763,4,-5.245,1,0.0277,0.00305,0.00229,0.0884,0.632,136.182,265400
Matisyahu,Live at Stubb's,Exaltation,2004,TRACTLX128F42A51F6,30eUwpiUQoWM2VJ6bdBzPM,0.662,0.625,5,-8.104,1,0.0512,0.075,0.0000266,0.613,0.586,90.534,417667
